id,name,category,base_system,constraint,archetype,structurally_distinct,why_distinct,what_the_constraint_changes,components,nodes,edges
"product-analytics-regulated","Product analytics — audited","Data & analytics","Product analytics","audited","pipeline","no","Ingest is constant, query is spiky and interactive.","Every mutation is evidence, and the audit path cannot be sampled.","10","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,audit:Audit log,pii:PII vault,sign:Signer","client>kafka>stream>lake>etl>warehouse>bi"
"ab-testing","Experimentation platform","Data & analytics","Experimentation platform","base","pipeline","no","Assignment must be instant, analysis can be slow.","The straightforward shape, sized for steady load.","7","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI","client>kafka>stream>lake>etl>warehouse>bi"
"ab-testing-writeheavy","Experimentation platform — write-heavy","Data & analytics","Experimentation platform","write-heavy","pipeline","no","Assignment must be instant, analysis can be slow.","Writes dominate; the buffer decides whether a burst is absorbed or dropped.","9","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,queue:Write buffer,worker:Writer","client>kafka>stream>lake>etl>warehouse>bi"
"ab-testing-costcapped","Experimentation platform — cost-capped","Data & analytics","Experimentation platform","cost-capped","pipeline","no","Assignment must be instant, analysis can be slow.","Sized to a budget rather than to a latency target, which changes every answer.","7","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI","client>kafka>stream>lake>etl>warehouse>bi"
"ab-testing-regulated","Experimentation platform — audited","Data & analytics","Experimentation platform","audited","pipeline","no","Assignment must be instant, analysis can be slow.","Every mutation is evidence, and the audit path cannot be sampled.","10","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,audit:Audit log,pii:PII vault,sign:Signer","client>kafka>stream>lake>etl>warehouse>bi"
"cdp","Customer data platform","Data & analytics","Customer data platform","base","batch","no","Identity resolution across sources that disagree.","The straightforward shape, sized for steady load.","6","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store","scheduler>batch>lake>etl>warehouse,batch>blob"
"cdp-writeheavy","Customer data platform — write-heavy","Data & analytics","Customer data platform","write-heavy","batch","no","Identity resolution across sources that disagree.","Writes dominate; the buffer decides whether a burst is absorbed or dropped.","8","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store,queue:Write buffer,worker:Writer","scheduler>batch>lake>etl>warehouse,batch>blob"
"cdp-costcapped","Customer data platform — cost-capped","Data & analytics","Customer data platform","cost-capped","batch","no","Identity resolution across sources that disagree.","Sized to a budget rather than to a latency target, which changes every answer.","6","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store","scheduler>batch>lake>etl>warehouse,batch>blob"
"cdp-regulated","Customer data platform — audited","Data & analytics","Customer data platform","audited","batch","no","Identity resolution across sources that disagree.","Every mutation is evidence, and the audit path cannot be sampled.","9","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store,audit:Audit log,pii:PII vault,sign:Signer","scheduler>batch>lake>etl>warehouse,batch>blob"
"etl-warehouse","Warehouse ETL","Data & analytics","Warehouse ETL","base","batch","no","A nightly window that either closes or does not.","The straightforward shape, sized for steady load.","6","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store","scheduler>batch>lake>etl>warehouse,batch>blob"
"etl-warehouse-writeheavy","Warehouse ETL — write-heavy","Data & analytics","Warehouse ETL","write-heavy","batch","no","A nightly window that either closes or does not.","Writes dominate; the buffer decides whether a burst is absorbed or dropped.","8","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store,queue:Write buffer,worker:Writer","scheduler>batch>lake>etl>warehouse,batch>blob"
"etl-warehouse-costcapped","Warehouse ETL — cost-capped","Data & analytics","Warehouse ETL","cost-capped","batch","no","A nightly window that either closes or does not.","Sized to a budget rather than to a latency target, which changes every answer.","6","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store","scheduler>batch>lake>etl>warehouse,batch>blob"
"etl-warehouse-regulated","Warehouse ETL — audited","Data & analytics","Warehouse ETL","audited","batch","no","A nightly window that either closes or does not.","Every mutation is evidence, and the audit path cannot be sampled.","9","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store,audit:Audit log,pii:PII vault,sign:Signer","scheduler>batch>lake>etl>warehouse,batch>blob"
"reverse-etl","Reverse ETL","Data & analytics","Reverse ETL","base","integration","no","Pushing into SaaS APIs with unforgiving rate limits.","The straightforward shape, sized for steady load.","7","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue","partner>mft>esb>app>erp,app>sql,app>queue"
"reverse-etl-writeheavy","Reverse ETL — write-heavy","Data & analytics","Reverse ETL","write-heavy","integration","no","Pushing into SaaS APIs with unforgiving rate limits.","Writes dominate; the buffer decides whether a burst is absorbed or dropped.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,queue:Write buffer,worker:Writer","partner>mft>esb>app>erp,app>sql,app>queue"
"reverse-etl-costcapped","Reverse ETL — cost-capped","Data & analytics","Reverse ETL","cost-capped","integration","no","Pushing into SaaS APIs with unforgiving rate limits.","Sized to a budget rather than to a latency target, which changes every answer.","7","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue","partner>mft>esb>app>erp,app>sql,app>queue"
"reverse-etl-regulated","Reverse ETL — audited","Data & analytics","Reverse ETL","audited","integration","no","Pushing into SaaS APIs with unforgiving rate limits.","Every mutation is evidence, and the audit path cannot be sampled.","10","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,audit:Audit log,pii:PII vault,sign:Signer","partner>mft>esb>app>erp,app>sql,app>queue"
"data-lake","Data lakehouse","Data & analytics","Data lakehouse","base","batch","no","Cheap storage, expensive scans, and no natural index.","The straightforward shape, sized for steady load.","6","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store","scheduler>batch>lake>etl>warehouse,batch>blob"
"data-lake-writeheavy","Data lakehouse — write-heavy","Data & analytics","Data lakehouse","write-heavy","batch","no","Cheap storage, expensive scans, and no natural index.","Writes dominate; the buffer decides whether a burst is absorbed or dropped.","8","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store,queue:Write buffer,worker:Writer","scheduler>batch>lake>etl>warehouse,batch>blob"
"data-lake-costcapped","Data lakehouse — cost-capped","Data & analytics","Data lakehouse","cost-capped","batch","no","Cheap storage, expensive scans, and no natural index.","Sized to a budget rather than to a latency target, which changes every answer.","6","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store","scheduler>batch>lake>etl>warehouse,batch>blob"
"data-lake-regulated","Data lakehouse — audited","Data & analytics","Data lakehouse","audited","batch","no","Cheap storage, expensive scans, and no natural index.","Every mutation is evidence, and the audit path cannot be sampled.","9","scheduler:Scheduler,batch:Batch job,lake:Lake,etl:Transform,warehouse:Warehouse,blob:Object store,audit:Audit log,pii:PII vault,sign:Signer","scheduler>batch>lake>etl>warehouse,batch>blob"
"metrics-store","Metrics store","Data & analytics","Metrics store","base","edgeiot","no","Cardinality, not volume, is what kills it.","The straightforward shape, sized for steady load.","7","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"metrics-store-writeheavy","Metrics store — write-heavy","Data & analytics","Metrics store","write-heavy","edgeiot","no","Cardinality, not volume, is what kills it.","Writes dominate; the buffer decides whether a burst is absorbed or dropped.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Write buffer,worker:Writer","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"metrics-store-costcapped","Metrics store — cost-capped","Data & analytics","Metrics store","cost-capped","edgeiot","no","Cardinality, not volume, is what kills it.","Sized to a budget rather than to a latency target, which changes every answer.","7","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"metrics-store-regulated","Metrics store — audited","Data & analytics","Metrics store","audited","edgeiot","no","Cardinality, not volume, is what kills it.","Every mutation is evidence, and the audit path cannot be sampled.","10","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,audit:Audit log,pii:PII vault,sign:Signer","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"log-analytics","Log analytics","Data & analytics","Log analytics","base","pipeline","no","Write-once, query-rarely, retain-expensively.","The straightforward shape, sized for steady load.","7","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI","client>kafka>stream>lake>etl>warehouse>bi"
"log-analytics-writeheavy","Log analytics — write-heavy","Data & analytics","Log analytics","write-heavy","pipeline","no","Write-once, query-rarely, retain-expensively.","Writes dominate; the buffer decides whether a burst is absorbed or dropped.","9","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,queue:Write buffer,worker:Writer","client>kafka>stream>lake>etl>warehouse>bi"
"log-analytics-costcapped","Log analytics — cost-capped","Data & analytics","Log analytics","cost-capped","pipeline","no","Write-once, query-rarely, retain-expensively.","Sized to a budget rather than to a latency target, which changes every answer.","7","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI","client>kafka>stream>lake>etl>warehouse>bi"
"log-analytics-regulated","Log analytics — audited","Data & analytics","Log analytics","audited","pipeline","no","Write-once, query-rarely, retain-expensively.","Every mutation is evidence, and the audit path cannot be sampled.","10","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,audit:Audit log,pii:PII vault,sign:Signer","client>kafka>stream>lake>etl>warehouse>bi"
"session-replay","Session replay","Data & analytics","Session replay","base","media","no","Enormous payloads from the browser, read by almost nobody.","The straightforward shape, sized for steady load.","8","client:Client,cdn:CDN,gateway:API gateway,app:Catalog API,blob:Object store,transcode:Transcoder,queue:Job queue,sql:Metadata DB","client>cdn>gateway>app,app>sql,app>blob,app>queue>transcode>blob"
